source,target,strength,connection_type,color_flow,time
air_quality_d21_h3,air_quality_d21_h4,0.8,temporal,positive,508
light_d21_h4,light_d21_h5,0.8,temporal,negative,509
humidity_d21_h4,humidity_d21_h5,0.8,temporal,positive,509
nutrients_d21_h4,nutrients_d21_h5,0.8,temporal,positive,509
air_quality_d21_h4,air_quality_d21_h5,0.8,temporal,positive,509
light_d21_h5,light_d21_h6,0.8,temporal,neutral,510
humidity_d21_h5,humidity_d21_h6,0.8,temporal,positive,510
nutrients_d21_h5,nutrients_d21_h6,0.8,temporal,positive,510
air_quality_d21_h5,air_quality_d21_h6,0.8,temporal,neutral,510
light_d21_h6,light_d21_h7,0.8,temporal,neutral,511
humidity_d21_h6,humidity_d21_h7,0.8,temporal,positive,511
nutrients_d21_h6,nutrients_d21_h7,0.8,temporal,positive,511
air_quality_d21_h6,air_quality_d21_h7,0.8,temporal,positive,511
light_d21_h7,light_d21_h8,0.8,temporal,neutral,512
humidity_d21_h7,humidity_d21_h8,0.8,temporal,neutral,512
nutrients_d21_h7,nutrients_d21_h8,0.8,temporal,positive,512
air_quality_d21_h7,air_quality_d21_h8,0.8,temporal,positive,512
light_d21_h8,light_d21_h9,0.8,temporal,neutral,513
humidity_d21_h8,humidity_d21_h9,0.8,temporal,neutral,513
nutrients_d21_h8,nutrients_d21_h9,0.8,temporal,positive,513
air_quality_d21_h8,air_quality_d21_h9,0.8,temporal,positive,513
light_d21_h9,light_d21_h10,0.8,temporal,neutral,514
humidity_d21_h9,humidity_d21_h10,0.8,temporal,neutral,514
nutrients_d21_h9,nutrients_d21_h10,0.8,temporal,positive,514
air_quality_d21_h9,air_quality_d21_h10,0.8,temporal,positive,514
light_d21_h10,light_d21_h11,0.8,temporal,neutral,515
humidity_d21_h10,humidity_d21_h11,0.8,temporal,neutral,515
nutrients_d21_h10,nutrients_d21_h11,0.8,temporal,positive,515
air_quality_d21_h10,air_quality_d21_h11,0.8,temporal,neutral,515
light_d21_h11,light_d21_h12,0.8,temporal,neutral,516
humidity_d21_h11,humidity_d21_h12,0.8,temporal,neutral,516
nutrients_d21_h11,nutrients_d21_h12,0.8,temporal,positive,516
air_quality_d21_h11,air_quality_d21_h12,0.8,temporal,neutral,516
light_d21_h12,light_d21_h13,0.8,temporal,neutral,517
humidity_d21_h12,humidity_d21_h13,0.8,temporal,neutral,517
nutrients_d21_h12,nutrients_d21_h13,0.8,temporal,positive,517
air_quality_d21_h12,air_quality_d21_h13,0.8,temporal,neutral,517
light_d21_h13,light_d21_h14,0.8,temporal,neutral,518
humidity_d21_h13,humidity_d21_h14,0.8,temporal,neutral,518
nutrients_d21_h13,nutrients_d21_h14,0.8,temporal,positive,518
air_quality_d21_h13,air_quality_d21_h14,0.8,temporal,neutral,518
light_d21_h14,light_d21_h15,0.8,temporal,neutral,519
humidity_d21_h14,humidity_d21_h15,0.8,temporal,neutral,519
nutrients_d21_h14,nutrients_d21_h15,0.8,temporal,neutral,519
air_quality_d21_h14,air_quality_d21_h15,0.8,temporal,positive,519
light_d21_h15,light_d21_h16,0.8,temporal,neutral,520
humidity_d21_h15,humidity_d21_h16,0.8,temporal,neutral,520
nutrients_d21_h15,nutrients_d21_h16,0.8,temporal,positive,520
air_quality_d21_h15,air_quality_d21_h16,0.8,temporal,positive,520
light_d21_h16,light_d21_h17,0.8,temporal,neutral,521
humidity_d21_h16,humidity_d21_h17,0.8,temporal,neutral,521
nutrients_d21_h16,nutrients_d21_h17,0.8,temporal,positive,521
air_quality_d21_h16,air_quality_d21_h17,0.8,temporal,negative,521
light_d21_h17,light_d21_h18,0.8,temporal,neutral,522
humidity_d21_h17,humidity_d21_h18,0.8,temporal,positive,522
nutrients_d21_h17,nutrients_d21_h18,0.8,temporal,positive,522
air_quality_d21_h17,air_quality_d21_h18,0.8,temporal,positive,522
light_d21_h18,light_d21_h19,0.8,temporal,negative,523
humidity_d21_h18,humidity_d21_h19,0.8,temporal,positive,523
nutrients_d21_h18,nutrients_d21_h19,0.8,temporal,positive,523
air_quality_d21_h18,air_quality_d21_h19,0.8,temporal,neutral,523
light_d21_h19,light_d21_h20,0.8,temporal,negative,524
humidity_d21_h19,humidity_d21_h20,0.8,temporal,positive,524
nutrients_d21_h19,nutrients_d21_h20,0.8,temporal,positive,524
air_quality_d21_h19,air_quality_d21_h20,0.8,temporal,positive,524
light_d21_h20,light_d21_h21,0.8,temporal,negative,525
humidity_d21_h20,humidity_d21_h21,0.8,temporal,neutral,525
nutrients_d21_h20,nutrients_d21_h21,0.8,temporal,positive,525
air_quality_d21_h20,air_quality_d21_h21,0.8,temporal,neutral,525
light_d21_h21,light_d21_h22,0.8,temporal,negative,526
humidity_d21_h21,humidity_d21_h22,0.8,temporal,neutral,526
nutrients_d21_h21,nutrients_d21_h22,0.8,temporal,positive,526
air_quality_d21_h21,air_quality_d21_h22,0.8,temporal,positive,526
light_d21_h22,light_d21_h23,0.8,temporal,negative,527
humidity_d21_h22,humidity_d21_h23,0.8,temporal,neutral,527
nutrients_d21_h22,nutrients_d21_h23,0.8,temporal,positive,527
air_quality_d21_h22,air_quality_d21_h23,0.8,temporal,neutral,527
light_d21_h23,light_d22_h0,0.8,temporal,negative,528
humidity_d21_h23,humidity_d22_h0,0.8,temporal,neutral,528
nutrients_d21_h23,nutrients_d22_h0,0.8,temporal,positive,528
air_quality_d21_h23,air_quality_d22_h0,0.8,temporal,positive,528
light_d22_h0,light_d22_h1,0.8,temporal,negative,529
humidity_d22_h0,humidity_d22_h1,0.8,temporal,neutral,529
nutrients_d22_h0,nutrients_d22_h1,0.8,temporal,positive,529
air_quality_d22_h0,air_quality_d22_h1,0.8,temporal,neutral,529
light_d22_h1,light_d22_h2,0.8,temporal,negative,530
humidity_d22_h1,humidity_d22_h2,0.8,temporal,neutral,530
nutrients_d22_h1,nutrients_d22_h2,0.8,temporal,positive,530
air_quality_d22_h1,air_quality_d22_h2,0.8,temporal,positive,530
light_d22_h2,light_d22_h3,0.8,temporal,negative,531
humidity_d22_h2,humidity_d22_h3,0.8,temporal,neutral,531
nutrients_d22_h2,nutrients_d22_h3,0.8,temporal,positive,531
air_quality_d22_h2,air_quality_d22_h3,0.8,temporal,neutral,531
light_d22_h3,light_d22_h4,0.8,temporal,negative,532
humidity_d22_h3,humidity_d22_h4,0.8,temporal,neutral,532
nutrients_d22_h3,nutrients_d22_h4,0.8,temporal,neutral,532
air_quality_d22_h3,air_quality_d22_h4,0.8,temporal,positive,532
light_d22_h4,light_d22_h5,0.8,temporal,negative,533
humidity_d22_h4,humidity_d22_h5,0.8,temporal,positive,533
nutrients_d22_h4,nutrients_d22_h5,0.8,temporal,positive,533
air_quality_d22_h4,air_quality_d22_h5,0.8,temporal,positive,533
light_d22_h5,light_d22_h6,0.8,temporal,neutral,534
humidity_d22_h5,humidity_d22_h6,0.8,temporal,positive,534
nutrients_d22_h5,nutrients_d22_h6,0.8,temporal,positive,534
air_quality_d22_h5,air_quality_d22_h6,0.8,temporal,positive,534
light_d22_h6,light_d22_h7,0.8,temporal,neutral,535
humidity_d22_h6,humidity_d22_h7,0.8,temporal,positive,535
nutrients_d22_h6,nutrients_d22_h7,0.8,temporal,neutral,535
air_quality_d22_h6,air_quality_d22_h7,0.8,temporal,positive,535
light_d22_h7,light_d22_h8,0.8,temporal,neutral,536
humidity_d22_h7,humidity_d22_h8,0.8,temporal,neutral,536
nutrients_d22_h7,nutrients_d22_h8,0.8,temporal,neutral,536
air_quality_d22_h7,air_quality_d22_h8,0.8,temporal,positive,536
light_d22_h8,light_d22_h9,0.8,temporal,neutral,537
humidity_d22_h8,humidity_d22_h9,0.8,temporal,neutral,537
nutrients_d22_h8,nutrients_d22_h9,0.8,temporal,positive,537
air_quality_d22_h8,air_quality_d22_h9,0.8,temporal,positive,537
light_d22_h9,light_d22_h10,0.8,temporal,neutral,538
humidity_d22_h9,humidity_d22_h10,0.8,temporal,neutral,538
nutrients_d22_h9,nutrients_d22_h10,0.8,temporal,positive,538
air_quality_d22_h9,air_quality_d22_h10,0.8,temporal,positive,538
light_d22_h10,light_d22_h11,0.8,temporal,neutral,539
humidity_d22_h10,humidity_d22_h11,0.8,temporal,neutral,539
nutrients_d22_h10,nutrients_d22_h11,0.8,temporal,positive,539
air_quality_d22_h10,air_quality_d22_h11,0.8,temporal,positive,539
light_d22_h11,light_d22_h12,0.8,temporal,neutral,540
humidity_d22_h11,humidity_d22_h12,0.8,temporal,neutral,540
nutrients_d22_h11,nutrients_d22_h12,0.8,temporal,positive,540
air_quality_d22_h11,air_quality_d22_h12,0.8,temporal,negative,540
light_d22_h12,light_d22_h13,0.8,temporal,neutral,541
humidity_d22_h12,humidity_d22_h13,0.8,temporal,neutral,541
nutrients_d22_h12,nutrients_d22_h13,0.8,temporal,positive,541
air_quality_d22_h12,air_quality_d22_h13,0.8,temporal,neutral,541
light_d22_h13,light_d22_h14,0.8,temporal,neutral,542
humidity_d22_h13,humidity_d22_h14,0.8,temporal,neutral,542
nutrients_d22_h13,nutrients_d22_h14,0.8,temporal,positive,542
air_quality_d22_h13,air_quality_d22_h14,0.8,temporal,neutral,542
light_d22_h14,light_d22_h15,0.8,temporal,neutral,543
humidity_d22_h14,humidity_d22_h15,0.8,temporal,neutral,543
nutrients_d22_h14,nutrients_d22_h15,0.8,temporal,positive,543
air_quality_d22_h14,air_quality_d22_h15,0.8,temporal,positive,543
light_d22_h15,light_d22_h16,0.8,temporal,neutral,544
humidity_d22_h15,humidity_d22_h16,0.8,temporal,neutral,544
nutrients_d22_h15,nutrients_d22_h16,0.8,temporal,positive,544
air_quality_d22_h15,air_quality_d22_h16,0.8,temporal,negative,544
light_d22_h16,light_d22_h17,0.8,temporal,neutral,545
humidity_d22_h16,humidity_d22_h17,0.8,temporal,positive,545
nutrients_d22_h16,nutrients_d22_h17,0.8,temporal,positive,545
air_quality_d22_h16,air_quality_d22_h17,0.8,temporal,positive,545
light_d22_h17,light_d22_h18,0.8,temporal,neutral,546
humidity_d22_h17,humidity_d22_h18,0.8,temporal,positive,546
nutrients_d22_h17,nutrients_d22_h18,0.8,temporal,positive,546
air_quality_d22_h17,air_quality_d22_h18,0.8,temporal,positive,546
light_d22_h18,light_d22_h19,0.8,temporal,negative,547
humidity_d22_h18,humidity_d22_h19,0.8,temporal,positive,547
nutrients_d22_h18,nutrients_d22_h19,0.8,temporal,positive,547
air_quality_d22_h18,air_quality_d22_h19,0.8,temporal,positive,547
light_d22_h19,light_d22_h20,0.8,temporal,negative,548
humidity_d22_h19,humidity_d22_h20,0.8,temporal,neutral,548
nutrients_d22_h19,nutrients_d22_h20,0.8,temporal,positive,548
air_quality_d22_h19,air_quality_d22_h20,0.8,temporal,neutral,548
light_d22_h20,light_d22_h21,0.8,temporal,negative,549
humidity_d22_h20,humidity_d22_h21,0.8,temporal,neutral,549
nutrients_d22_h20,nutrients_d22_h21,0.8,temporal,positive,549
air_quality_d22_h20,air_quality_d22_h21,0.8,temporal,positive,549
light_d22_h21,light_d22_h22,0.8,temporal,negative,550
humidity_d22_h21,humidity_d22_h22,0.8,temporal,neutral,550
nutrients_d22_h21,nutrients_d22_h22,0.8,temporal,neutral,550
air_quality_d22_h21,air_quality_d22_h22,0.8,temporal,positive,550
light_d22_h22,light_d22_h23,0.8,temporal,negative,551
humidity_d22_h22,humidity_d22_h23,0.8,temporal,neutral,551
nutrients_d22_h22,nutrients_d22_h23,0.8,temporal,positive,551
air_quality_d22_h22,air_quality_d22_h23,0.8,temporal,neutral,551
light_d22_h23,light_d23_h0,0.8,temporal,negative,552
humidity_d22_h23,humidity_d23_h0,0.8,temporal,neutral,552
nutrients_d22_h23,nutrients_d23_h0,0.8,temporal,positive,552
air_quality_d22_h23,air_quality_d23_h0,0.8,temporal,neutral,552
light_d23_h0,light_d23_h1,0.8,temporal,negative,553
humidity_d23_h0,humidity_d23_h1,0.8,temporal,neutral,553
nutrients_d23_h0,nutrients_d23_h1,0.8,temporal,positive,553
air_quality_d23_h0,air_quality_d23_h1,0.8,temporal,neutral,553
light_d23_h1,light_d23_h2,0.8,temporal,negative,554
humidity_d23_h1,humidity_d23_h2,0.8,temporal,neutral,554
nutrients_d23_h1,nutrients_d23_h2,0.8,temporal,neutral,554
air_quality_d23_h1,air_quality_d23_h2,0.8,temporal,positive,554
light_d23_h2,light_d23_h3,0.8,temporal,negative,555
humidity_d23_h2,humidity_d23_h3,0.8,temporal,neutral,555
nutrients_d23_h2,nutrients_d23_h3,0.8,temporal,neutral,555
air_quality_d23_h2,air_quality_d23_h3,0.8,temporal,neutral,555
light_d23_h3,light_d23_h4,0.8,temporal,negative,556
humidity_d23_h3,humidity_d23_h4,0.8,temporal,neutral,556
nutrients_d23_h3,nutrients_d23_h4,0.8,temporal,neutral,556
air_quality_d23_h3,air_quality_d23_h4,0.8,temporal,negative,556
light_d23_h4,light_d23_h5,0.8,temporal,negative,557
humidity_d23_h4,humidity_d23_h5,0.8,temporal,neutral,557
nutrients_d23_h4,nutrients_d23_h5,0.8,temporal,positive,557
air_quality_d23_h4,air_quality_d23_h5,0.8,temporal,positive,557
light_d23_h5,light_d23_h6,0.8,temporal,neutral,558
humidity_d23_h5,humidity_d23_h6,0.8,temporal,positive,558
nutrients_d23_h5,nutrients_d23_h6,0.8,temporal,positive,558
air_quality_d23_h5,air_quality_d23_h6,0.8,temporal,positive,558
light_d23_h6,light_d23_h7,0.8,temporal,neutral,559
humidity_d23_h6,humidity_d23_h7,0.8,temporal,neutral,559
nutrients_d23_h6,nutrients_d23_h7,0.8,temporal,positive,559
air_quality_d23_h6,air_quality_d23_h7,0.8,temporal,positive,559
light_d23_h7,light_d23_h8,0.8,temporal,neutral,560
humidity_d23_h7,humidity_d23_h8,0.8,temporal,neutral,560
nutrients_d23_h7,nutrients_d23_h8,0.8,temporal,neutral,560
air_quality_d23_h7,air_quality_d23_h8,0.8,temporal,neutral,560
light_d23_h8,light_d23_h9,0.8,temporal,neutral,561
humidity_d23_h8,humidity_d23_h9,0.8,temporal,neutral,561
nutrients_d23_h8,nutrients_d23_h9,0.8,temporal,positive,561
air_quality_d23_h8,air_quality_d23_h9,0.8,temporal,positive,561
light_d23_h9,light_d23_h10,0.8,temporal,neutral,562
humidity_d23_h9,humidity_d23_h10,0.8,temporal,neutral,562
nutrients_d23_h9,nutrients_d23_h10,0.8,temporal,positive,562
air_quality_d23_h9,air_quality_d23_h10,0.8,temporal,positive,562
light_d23_h10,light_d23_h11,0.8,temporal,neutral,563
humidity_d23_h10,humidity_d23_h11,0.8,temporal,neutral,563
nutrients_d23_h10,nutrients_d23_h11,0.8,temporal,positive,563
air_quality_d23_h10,air_quality_d23_h11,0.8,temporal,positive,563
light_d23_h11,light_d23_h12,0.8,temporal,neutral,564
humidity_d23_h11,humidity_d23_h12,0.8,temporal,neutral,564
nutrients_d23_h11,nutrients_d23_h12,0.8,temporal,positive,564
air_quality_d23_h11,air_quality_d23_h12,0.8,temporal,positive,564
light_d23_h12,light_d23_h13,0.8,temporal,neutral,565
humidity_d23_h12,humidity_d23_h13,0.8,temporal,neutral,565
nutrients_d23_h12,nutrients_d23_h13,0.8,temporal,positive,565
air_quality_d23_h12,air_quality_d23_h13,0.8,temporal,neutral,565
light_d23_h13,light_d23_h14,0.8,temporal,neutral,566
humidity_d23_h13,humidity_d23_h14,0.8,temporal,neutral,566
nutrients_d23_h13,nutrients_d23_h14,0.8,temporal,positive,566
air_quality_d23_h13,air_quality_d23_h14,0.8,temporal,positive,566
light_d23_h14,light_d23_h15,0.8,temporal,neutral,567
humidity_d23_h14,humidity_d23_h15,0.8,temporal,neutral,567
nutrients_d23_h14,nutrients_d23_h15,0.8,temporal,positive,567
air_quality_d23_h14,air_quality_d23_h15,0.8,temporal,positive,567
light_d23_h15,light_d23_h16,0.8,temporal,neutral,568
humidity_d23_h15,humidity_d23_h16,0.8,temporal,neutral,568
nutrients_d23_h15,nutrients_d23_h16,0.8,temporal,neutral,568
air_quality_d23_h15,air_quality_d23_h16,0.8,temporal,positive,568
light_d23_h16,light_d23_h17,0.8,temporal,neutral,569
humidity_d23_h16,humidity_d23_h17,0.8,temporal,positive,569
nutrients_d23_h16,nutrients_d23_h17,0.8,temporal,positive,569
air_quality_d23_h16,air_quality_d23_h17,0.8,temporal,neutral,569
light_d23_h17,light_d23_h18,0.8,temporal,neutral,570
humidity_d23_h17,humidity_d23_h18,0.8,temporal,neutral,570
nutrients_d23_h17,nutrients_d23_h18,0.8,temporal,positive,570
air_quality_d23_h17,air_quality_d23_h18,0.8,temporal,positive,570
light_d23_h18,light_d23_h19,0.8,temporal,negative,571
humidity_d23_h18,humidity_d23_h19,0.8,temporal,neutral,571
nutrients_d23_h18,nutrients_d23_h19,0.8,temporal,positive,571
air_quality_d23_h18,air_quality_d23_h19,0.8,temporal,positive,571
light_d23_h19,light_d23_h20,0.8,temporal,negative,572
humidity_d23_h19,humidity_d23_h20,0.8,temporal,positive,572
nutrients_d23_h19,nutrients_d23_h20,0.8,temporal,positive,572
air_quality_d23_h19,air_quality_d23_h20,0.8,temporal,positive,572
light_d23_h20,light_d23_h21,0.8,temporal,negative,573
humidity_d23_h20,humidity_d23_h21,0.8,temporal,neutral,573
nutrients_d23_h20,nutrients_d23_h21,0.8,temporal,neutral,573
air_quality_d23_h20,air_quality_d23_h21,0.8,temporal,neutral,573
light_d23_h21,light_d23_h22,0.8,temporal,negative,574
humidity_d23_h21,humidity_d23_h22,0.8,temporal,neutral,574
nutrients_d23_h21,nutrients_d23_h22,0.8,temporal,positive,574
air_quality_d23_h21,air_quality_d23_h22,0.8,temporal,positive,574
light_d23_h22,light_d23_h23,0.8,temporal,negative,575
humidity_d23_h22,humidity_d23_h23,0.8,temporal,neutral,575
nutrients_d23_h22,nutrients_d23_h23,0.8,temporal,positive,575
air_quality_d23_h22,air_quality_d23_h23,0.8,temporal,positive,575
light_d23_h23,light_d24_h0,0.8,temporal,negative,576
humidity_d23_h23,humidity_d24_h0,0.8,temporal,neutral,576
nutrients_d23_h23,nutrients_d24_h0,0.8,temporal,neutral,576
air_quality_d23_h23,air_quality_d24_h0,0.8,temporal,neutral,576
light_d24_h0,light_d24_h1,0.8,temporal,negative,577
humidity_d24_h0,humidity_d24_h1,0.8,temporal,neutral,577
nutrients_d24_h0,nutrients_d24_h1,0.8,temporal,positive,577
air_quality_d24_h0,air_quality_d24_h1,0.8,temporal,positive,577
light_d24_h1,light_d24_h2,0.8,temporal,negative,578
humidity_d24_h1,humidity_d24_h2,0.8,temporal,neutral,578
nutrients_d24_h1,nutrients_d24_h2,0.8,temporal,positive,578
air_quality_d24_h1,air_quality_d24_h2,0.8,temporal,positive,578
light_d24_h2,light_d24_h3,0.8,temporal,negative,579
humidity_d24_h2,humidity_d24_h3,0.8,temporal,neutral,579
nutrients_d24_h2,nutrients_d24_h3,0.8,temporal,positive,579
air_quality_d24_h2,air_quality_d24_h3,0.8,temporal,positive,579
light_d24_h3,light_d24_h4,0.8,temporal,negative,580
humidity_d24_h3,humidity_d24_h4,0.8,temporal,neutral,580
nutrients_d24_h3,nutrients_d24_h4,0.8,temporal,positive,580
air_quality_d24_h3,air_quality_d24_h4,0.8,temporal,positive,580
light_d24_h4,light_d24_h5,0.8,temporal,negative,581
humidity_d24_h4,humidity_d24_h5,0.8,temporal,neutral,581
nutrients_d24_h4,nutrients_d24_h5,0.8,temporal,positive,581
air_quality_d24_h4,air_quality_d24_h5,0.8,temporal,positive,581
light_d24_h5,light_d24_h6,0.8,temporal,neutral,582
humidity_d24_h5,humidity_d24_h6,0.8,temporal,positive,582
nutrients_d24_h5,nutrients_d24_h6,0.8,temporal,neutral,582
air_quality_d24_h5,air_quality_d24_h6,0.8,temporal,neutral,582
light_d24_h6,light_d24_h7,0.8,temporal,neutral,583
humidity_d24_h6,humidity_d24_h7,0.8,temporal,positive,583
nutrients_d24_h6,nutrients_d24_h7,0.8,temporal,positive,583
air_quality_d24_h6,air_quality_d24_h7,0.8,temporal,positive,583
light_d24_h7,light_d24_h8,0.8,temporal,neutral,584
humidity_d24_h7,humidity_d24_h8,0.8,temporal,positive,584
nutrients_d24_h7,nutrients_d24_h8,0.8,temporal,positive,584
air_quality_d24_h7,air_quality_d24_h8,0.8,temporal,neutral,584
light_d24_h8,light_d24_h9,0.8,temporal,neutral,585
humidity_d24_h8,humidity_d24_h9,0.8,temporal,neutral,585
nutrients_d24_h8,nutrients_d24_h9,0.8,temporal,positive,585
air_quality_d24_h8,air_quality_d24_h9,0.8,temporal,neutral,585
light_d24_h9,light_d24_h10,0.8,temporal,neutral,586
humidity_d24_h9,humidity_d24_h10,0.8,temporal,neutral,586
nutrients_d24_h9,nutrients_d24_h10,0.8,temporal,positive,586
air_quality_d24_h9,air_quality_d24_h10,0.8,temporal,neutral,586
light_d24_h10,light_d24_h11,0.8,temporal,neutral,587
humidity_d24_h10,humidity_d24_h11,0.8,temporal,neutral,587
nutrients_d24_h10,nutrients_d24_h11,0.8,temporal,positive,587
air_quality_d24_h10,air_quality_d24_h11,0.8,temporal,positive,587
light_d24_h11,light_d24_h12,0.8,temporal,neutral,588
humidity_d24_h11,humidity_d24_h12,0.8,temporal,neutral,588
nutrients_d24_h11,nutrients_d24_h12,0.8,temporal,neutral,588
air_quality_d24_h11,air_quality_d24_h12,0.8,temporal,neutral,588
light_d24_h12,light_d24_h13,0.8,temporal,neutral,589
humidity_d24_h12,humidity_d24_h13,0.8,temporal,neutral,589
nutrients_d24_h12,nutrients_d24_h13,0.8,temporal,positive,589
air_quality_d24_h12,air_quality_d24_h13,0.8,temporal,neutral,589
light_d24_h13,light_d24_h14,0.8,temporal,neutral,590
humidity_d24_h13,humidity_d24_h14,0.8,temporal,neutral,590
nutrients_d24_h13,nutrients_d24_h14,0.8,temporal,positive,590
air_quality_d24_h13,air_quality_d24_h14,0.8,temporal,positive,590
light_d24_h14,light_d24_h15,0.8,temporal,neutral,591
humidity_d24_h14,humidity_d24_h15,0.8,temporal,neutral,591
nutrients_d24_h14,nutrients_d24_h15,0.8,temporal,positive,591
air_quality_d24_h14,air_quality_d24_h15,0.8,temporal,neutral,591
light_d24_h15,light_d24_h16,0.8,temporal,neutral,592
humidity_d24_h15,humidity_d24_h16,0.8,temporal,positive,592
nutrients_d24_h15,nutrients_d24_h16,0.8,temporal,positive,592
air_quality_d24_h15,air_quality_d24_h16,0.8,temporal,neutral,592
light_d24_h16,light_d24_h17,0.8,temporal,neutral,593
humidity_d24_h16,humidity_d24_h17,0.8,temporal,positive,593
nutrients_d24_h16,nutrients_d24_h17,0.8,temporal,neutral,593
air_quality_d24_h16,air_quality_d24_h17,0.8,temporal,positive,593
light_d24_h17,light_d24_h18,0.8,temporal,neutral,594
humidity_d24_h17,humidity_d24_h18,0.8,temporal,neutral,594
nutrients_d24_h17,nutrients_d24_h18,0.8,temporal,positive,594
air_quality_d24_h17,air_quality_d24_h18,0.8,temporal,neutral,594
light_d24_h18,light_d24_h19,0.8,temporal,negative,595
humidity_d24_h18,humidity_d24_h19,0.8,temporal,positive,595
nutrients_d24_h18,nutrients_d24_h19,0.8,temporal,positive,595
air_quality_d24_h18,air_quality_d24_h19,0.8,temporal,neutral,595
light_d24_h19,light_d24_h20,0.8,temporal,negative,596
humidity_d24_h19,humidity_d24_h20,0.8,temporal,neutral,596
nutrients_d24_h19,nutrients_d24_h20,0.8,temporal,positive,596
air_quality_d24_h19,air_quality_d24_h20,0.8,temporal,positive,596
light_d24_h20,light_d24_h21,0.8,temporal,negative,597
humidity_d24_h20,humidity_d24_h21,0.8,temporal,neutral,597
nutrients_d24_h20,nutrients_d24_h21,0.8,temporal,positive,597
air_quality_d24_h20,air_quality_d24_h21,0.8,temporal,neutral,597
light_d24_h21,light_d24_h22,0.8,temporal,negative,598
humidity_d24_h21,humidity_d24_h22,0.8,temporal,neutral,598
nutrients_d24_h21,nutrients_d24_h22,0.8,temporal,positive,598
air_quality_d24_h21,air_quality_d24_h22,0.8,temporal,neutral,598
light_d24_h22,light_d24_h23,0.8,temporal,negative,599
humidity_d24_h22,humidity_d24_h23,0.8,temporal,neutral,599
nutrients_d24_h22,nutrients_d24_h23,0.8,temporal,positive,599
air_quality_d24_h22,air_quality_d24_h23,0.8,temporal,neutral,599
light_d24_h23,light_d25_h0,0.8,temporal,negative,600
humidity_d24_h23,humidity_d25_h0,0.8,temporal,neutral,600
nutrients_d24_h23,nutrients_d25_h0,0.8,temporal,positive,600
air_quality_d24_h23,air_quality_d25_h0,0.8,temporal,positive,600
light_d25_h0,light_d25_h1,0.8,temporal,negative,601
humidity_d25_h0,humidity_d25_h1,0.8,temporal,neutral,601
nutrients_d25_h0,nutrients_d25_h1,0.8,temporal,neutral,601
air_quality_d25_h0,air_quality_d25_h1,0.8,temporal,negative,601
light_d25_h1,light_d25_h2,0.8,temporal,negative,602
humidity_d25_h1,humidity_d25_h2,0.8,temporal,neutral,602
nutrients_d25_h1,nutrients_d25_h2,0.8,temporal,neutral,602
air_quality_d25_h1,air_quality_d25_h2,0.8,temporal,positive,602
light_d25_h2,light_d25_h3,0.8,temporal,negative,603
humidity_d25_h2,humidity_d25_h3,0.8,temporal,neutral,603
nutrients_d25_h2,nutrients_d25_h3,0.8,temporal,positive,603
air_quality_d25_h2,air_quality_d25_h3,0.8,temporal,neutral,603
light_d25_h3,light_d25_h4,0.8,temporal,negative,604
humidity_d25_h3,humidity_d25_h4,0.8,temporal,neutral,604
nutrients_d25_h3,nutrients_d25_h4,0.8,temporal,positive,604
air_quality_d25_h3,air_quality_d25_h4,0.8,temporal,positive,604
light_d25_h4,light_d25_h5,0.8,temporal,negative,605
humidity_d25_h4,humidity_d25_h5,0.8,temporal,positive,605
nutrients_d25_h4,nutrients_d25_h5,0.8,temporal,neutral,605
air_quality_d25_h4,air_quality_d25_h5,0.8,temporal,positive,605
light_d25_h5,light_d25_h6,0.8,temporal,neutral,606
humidity_d25_h5,humidity_d25_h6,0.8,temporal,positive,606
nutrients_d25_h5,nutrients_d25_h6,0.8,temporal,positive,606
air_quality_d25_h5,air_quality_d25_h6,0.8,temporal,neutral,606
light_d25_h6,light_d25_h7,0.8,temporal,neutral,607
humidity_d25_h6,humidity_d25_h7,0.8,temporal,neutral,607
nutrients_d25_h6,nutrients_d25_h7,0.8,temporal,neutral,607
air_quality_d25_h6,air_quality_d25_h7,0.8,temporal,positive,607
light_d25_h7,light_d25_h8,0.8,temporal,neutral,608
humidity_d25_h7,humidity_d25_h8,0.8,temporal,positive,608
nutrients_d25_h7,nutrients_d25_h8,0.8,temporal,neutral,608
air_quality_d25_h7,air_quality_d25_h8,0.8,temporal,neutral,608
light_d25_h8,light_d25_h9,0.8,temporal,neutral,609
humidity_d25_h8,humidity_d25_h9,0.8,temporal,neutral,609
nutrients_d25_h8,nutrients_d25_h9,0.8,temporal,positive,609
air_quality_d25_h8,air_quality_d25_h9,0.8,temporal,negative,609
light_d25_h9,light_d25_h10,0.8,temporal,neutral,610
humidity_d25_h9,humidity_d25_h10,0.8,temporal,neutral,610
nutrients_d25_h9,nutrients_d25_h10,0.8,temporal,positive,610
air_quality_d25_h9,air_quality_d25_h10,0.8,temporal,neutral,610
light_d25_h10,light_d25_h11,0.8,temporal,neutral,611
humidity_d25_h10,humidity_d25_h11,0.8,temporal,neutral,611
nutrients_d25_h10,nutrients_d25_h11,0.8,temporal,positive,611
air_quality_d25_h10,air_quality_d25_h11,0.8,temporal,positive,611
light_d25_h11,light_d25_h12,0.8,temporal,neutral,612
humidity_d25_h11,humidity_d25_h12,0.8,temporal,neutral,612
nutrients_d25_h11,nutrients_d25_h12,0.8,temporal,positive,612
air_quality_d25_h11,air_quality_d25_h12,0.8,temporal,neutral,612
